Òèðàæ;Øàð 1;Øàð 2;Øàð 3;Øàð 4;Øàð 5;Øàð 6;Øàð 7;Øàð 8;Øàð 9;Øàð 10;Øàð 11;Øàð 12;Øàð 13;Øàð 14;Øàð 15;Øàð 16;Øàð 17;Øàð 18;Øàð 19;Øàð 20
3723;41;46;10;13;12;2;6;42;55;36;59;37;47;50;18;54;14;24;32;20
3724;41;44;52;5;16;60;38;15;42;27;26;29;32;34;43;28;3;56;37;1
3725;11;2;34;10;3;23;44;53;17;45;5;59;42;46;25;29;54;31;7;9
3726;36;53;54;26;25;58;24;13;32;35;38;37;41;44;57;17;1;11;16;39
3727;20;29;7;33;5;10;42;30;56;49;19;1;46;25;28;13;40;41;34;14
3728;6;29;13;47;59;25;52;35;38;50;42;24;3;33;11;37;27;7;46;31
3729;8;31;21;19;46;27;42;28;54;50;53;5;25;15;22;40;10;58;9;34
3730;59;20;31;9;45;23;2;50;37;17;54;4;18;53;12;35;33;52;42;47
3731;8;36;9;49;54;22;27;28;46;42;21;1;4;16;58;3;24;19;57;43
3732;16;8;23;45;58;12;31;21;54;19;6;7;25;56;15;47;14;57;3;20
3733;25;46;20;45;1;2;31;40;19;60;22;41;47;28;53;12;24;4;29;16
3734;12;23;13;33;20;31;58;53;21;3;19;32;46;28;42;14;30;8;24;34
3735;43;37;57;51;34;45;8;39;4;52;7;27;53;22;38;20;31;59;33;19
3736;14;30;41;40;33;49;23;57;56;6;46;51;20;43;4;28;2;34;21;17
3737;22;35;46;23;48;18;24;34;7;10;13;57;15;20;47;43;6;26;53;29
3738;22;14;20;16;31;28;47;59;49;12;18;60;5;43;56;40;37;27;46;30
3739;41;37;58;7;13;43;30;6;48;10;57;9;45;44;2;20;59;39;16;11
3740;16;38;35;53;59;17;49;1;55;3;5;44;24;52;26;15;19;36;54;29
3741;50;23;49;12;13;41;15;44;5;18;9;16;57;35;29;3;10;40;6;38
3742;41;5;58;46;60;17;13;16;29;27;12;33;23;19;7;34;4;42;48;26
3743;15;19;34;55;59;31;37;12;24;38;53;58;8;35;44;33;13;17;50;20
3744;20;23;56;36;22;34;17;59;47;9;32;11;7;14;25;12;45;28;37;4
3745;32;37;39;27;14;15;2;36;50;57;51;28;8;56;40;53;24;3;59;29
3746;54;36;29;6;43;35;30;55;40;26;59;53;18;32;23;19;39;17;60;28
3747;25;24;16;30;44;28;40;51;42;45;47;35;58;27;3;57;8;56;39;20
3748;30;34;39;42;6;31;55;35;32;58;49;25;59;17;24;41;38;44;46;2
3749;32;47;1;55;9;31;20;11;8;40;26;60;25;44;51;38;5;7;42;4
3750;14;49;41;40;57;34;36;44;45;22;48;23;10;1;11;28;5;25;37;39
3751;50;14;8;30;46;48;42;2;47;60;12;56;22;17;16;36;39;37;7;53
3752;15;29;58;2;32;37;48;3;45;33;24;53;7;55;10;21;51;8;50;59
3753;44;43;28;26;7;21;60;49;38;12;27;31;16;25;56;13;33;58;4;15
3754;2;35;34;38;48;55;23;46;6;33;8;27;4;44;10;53;5;52;37;59
3755;15;2;41;21;7;40;39;51;55;31;37;27;13;8;35;43;11;25;49;9
3756;10;56;4;7;30;15;8;16;44;49;37;35;38;51;53;11;42;41;9;39
3757;53;26;33;44;40;20;8;17;37;29;55;14;58;23;19;38;56;52;36;24
3758;16;21;12;14;38;26;36;13;34;32;18;10;29;37;54;22;39;50;11;48
3759;36;31;34;3;10;2;49;9;25;59;35;22;29;16;42;46;18;58;5;55
3760;57;50;11;33;10;39;44;6;51;22;35;21;9;36;42;43;1;25;3;16
3761;32;5;57;53;55;44;33;29;17;46;28;45;43;52;8;27;30;51;16;41
3762;19;23;56;16;60;38;7;48;1;8;22;37;34;4;42;36;59;44;33;52
3763;49;26;16;7;30;1;15;38;56;11;31;5;3;40;24;14;25;34;58;9
3764;4;37;27;29;41;11;14;5;57;48;49;15;26;36;13;30;58;53;12;33
3765;17;31;5;42;25;29;59;57;16;41;38;27;13;28;23;35;40;45;21;18
3766;9;18;51;47;26;39;49;16;33;25;7;15;57;22;6;43;58;41;45;11
3767;49;17;39;40;14;10;50;6;12;31;19;28;56;48;32;59;1;35;16;24
3768;20;56;59;22;53;58;13;27;19;7;38;36;37;23;11;2;41;52;50;17
3769;16;39;48;41;40;15;3;55;9;8;46;60;12;18;5;4;32;1;20;21
3770;31;32;43;17;11;49;14;58;45;5;8;10;60;7;30;24;41;3;1;23
3771;50;28;38;46;16;5;21;33;6;17;24;48;26;40;1;4;35;18;42;11
3772;15;28;32;3;36;14;22;48;57;8;21;37;11;26;29;20;31;23;59;50
3773;59;33;38;26;25;55;56;60;34;21;6;57;9;31;35;23;7;53;51;1
3774;59;16;23;36;53;1;29;44;21;30;17;2;32;20;47;11;9;41;48;10
3775;11;51;56;9;47;42;30;36;14;13;38;28;53;41;16;19;40;43;20;7
3776;53;12;41;36;7;35;3;57;42;8;2;18;43;48;38;17;46;4;19;47
3777;19;53;58;54;27;38;23;26;7;48;56;12;46;33;9;10;35;2;42;8
3778;48;30;2;37;34;18;12;4;24;14;5;21;3;9;45;23;58;8;41;43
3779;26;57;12;9;29;35;38;10;40;50;15;43;7;2;47;39;6;30;1;28
3780;9;2;28;17;25;42;48;23;1;36;38;22;10;16;30;57;7;47;59;44
3781;34;4;49;35;14;45;20;29;9;27;24;59;48;15;33;55;3;46;44;40
3782;59;1;6;5;19;34;10;57;53;11;7;12;13;58;49;46;42;23;30;8
3783;46;25;40;17;55;45;24;35;13;41;4;38;34;49;12;54;3;32;14;43
3784;26;17;7;54;31;3;18;50;39;51;49;15;41;42;25;22;43;32;1;38
3785;55;57;13;12;52;56;15;41;35;45;51;24;54;17;14;3;49;31;11;1
3786;39;60;16;29;42;12;7;54;2;30;21;18;53;19;25;50;47;49;57;26
3787;43;56;17;45;1;6;32;38;39;9;30;40;48;54;59;46;33;23;42;58
3788;10;21;25;9;27;4;42;1;53;45;28;55;37;5;33;29;15;36;8;6
3789;21;57;49;52;54;47;25;7;37;44;38;39;42;24;13;12;30;23;4;19
3790;19;51;28;34;12;17;9;23;21;47;50;11;48;3;6;30;24;15;35;2
3791;59;47;6;9;25;44;42;4;57;14;15;36;46;58;22;31;8;60;56;5
3792;57;33;31;50;36;56;2;32;26;40;49;38;12;48;54;28;13;47;58;51
3793;40;25;9;6;46;32;7;14;33;44;21;57;36;38;37;52;59;35;43;19
3794;25;44;21;6;46;11;59;47;29;57;43;17;36;13;3;7;5;42;38;51
3795;15;50;23;37;20;6;9;57;29;19;8;46;38;18;21;55;16;1;10;60
3796;60;5;28;3;22;31;18;16;34;40;59;2;35;11;37;15;41;17;45;9
3797;54;33;24;23;58;12;32;31;38;47;37;34;16;9;36;20;52;11;49;53
3798;35;33;58;51;28;30;60;9;36;32;29;12;10;38;7;3;21;31;52;53
3799;29;43;47;2;14;36;26;17;16;22;15;39;6;11;10;58;40;7;5;60
3800;13;31;19;11;16;49;3;50;56;54;39;44;32;52;17;34;35;59;51;10
3801;16;35;49;14;12;10;4;11;31;5;23;20;48;33;39;51;8;57;52;29
3802;20;50;33;18;1;25;6;47;22;53;42;2;31;55;15;36;56;24;44;14
3803;40;7;30;24;53;52;42;21;13;29;19;10;22;9;23;49;8;50;55;27
3804;47;53;44;5;13;34;18;30;42;27;3;16;12;55;51;60;7;40;4;54
3805;42;40;47;46;44;57;51;23;14;27;18;8;2;34;53;3;5;41;25;13
3806;59;10;53;47;3;30;44;56;26;58;8;34;37;46;5;7;2;42;38;19
3807;1;18;44;4;32;48;13;9;40;31;24;16;52;3;15;10;58;60;2;56
3808;31;22;11;54;25;47;46;53;30;43;32;15;41;20;38;9;10;27;23;8
3809;35;12;24;18;20;22;46;16;15;11;33;29;2;31;21;57;34;25;41;47
3810;33;27;60;42;37;46;51;24;36;2;23;40;47;19;4;1;55;48;25;45
3811;3;18;11;56;10;4;49;12;32;23;31;26;40;27;13;41;35;54;6;43
3812;29;9;27;32;19;6;23;24;15;45;11;21;2;3;10;8;59;26;31;54
3813;17;1;13;58;39;7;30;40;29;33;49;4;10;43;47;32;55;46;41;21
3814;36;45;29;52;30;28;20;35;31;55;16;11;17;7;21;47;41;19;24;15
3815;21;39;32;46;13;4;50;33;48;26;51;34;14;3;43;17;40;23;56;49
3816;44;20;9;7;25;8;13;54;58;59;18;47;29;12;11;45;1;49;3;6
3817;57;54;48;22;36;53;10;59;44;30;18;21;7;35;17;50;39;25;49;46
3818;16;30;45;51;13;22;46;21;17;42;34;48;56;9;50;57;52;6;36;24
3819;12;38;33;22;34;30;31;41;44;60;5;21;16;10;9;14;28;43;47;27
3820;13;49;47;31;19;10;52;15;5;9;58;8;50;36;11;29;23;28;57;35
3821;31;49;42;16;8;55;7;30;43;25;28;27;58;39;19;50;18;48;35;14
3822;9;5;36;28;13;11;54;42;53;26;4;44;6;17;34;41;47;23;16;46
3823;37;17;20;52;24;57;3;14;58;27;41;51;12;8;31;55;44;45;28;19
3824;27;31;32;57;30;40;41;34;11;24;19;44;4;10;22;43;48;20;3;60
3825;53;39;22;46;20;34;58;21;4;49;35;6;11;28;16;45;30;56;12;15
3826;29;33;57;48;26;20;38;40;9;15;45;16;36;59;53;2;46;5;28;4
3827;49;59;58;25;23;9;8;17;29;7;26;12;30;41;42;47;46;60;40;31
3828;43;35;14;48;41;19;2;7;31;20;12;23;54;1;40;11;49;3;25;18
3829;3;60;20;10;38;5;39;15;13;23;43;57;26;45;11;18;42;31;35;17
3830;6;18;12;45;56;41;60;24;3;38;11;51;46;13;1;33;54;27;10;28
3831;14;55;32;47;6;11;1;38;22;10;25;20;24;4;23;53;52;31;41;16
3832;44;49;11;55;58;39;23;30;28;53;32;38;47;40;48;1;12;2;4;34
3833;7;58;19;27;4;41;35;26;46;47;55;13;54;22;56;12;17;50;28;21
3834;18;4;25;30;55;32;40;21;51;7;6;47;42;26;17;33;39;29;1;35
3835;12;43;26;45;10;52;24;4;2;39;56;3;40;7;57;60;23;28;44;17
3836;44;11;51;35;2;25;27;22;19;21;6;37;53;54;60;9;55;5;13;38
3837;47;21;14;23;7;25;51;15;16;35;33;11;52;45;19;55;42;1;44;38
3838;51;34;57;10;14;22;44;50;33;20;15;28;59;29;52;49;11;21;9;7
3839;31;57;54;25;40;56;6;22;47;35;43;34;18;16;4;29;15;52;1;3
3840;3;33;54;10;53;4;6;31;26;50;25;51;35;37;13;57;32;11;27;17
3841;53;22;30;31;26;5;57;60;20;28;41;47;4;40;27;12;18;43;34;8
3842;26;30;28;45;31;16;60;7;25;3;51;23;38;53;41;54;32;1;12;5
3843;30;38;28;29;44;34;47;1;53;46;18;6;43;27;16;45;26;49;51;32
3844;52;47;54;4;16;19;27;49;29;28;39;44;45;30;51;13;7;53;20;33
3845;44;20;8;49;6;56;35;4;46;38;17;23;18;48;11;33;60;25;24;2
3846;26;14;25;7;24;22;53;40;16;59;35;11;52;1;47;58;12;36;54;44
3847;52;55;40;18;36;41;15;25;31;2;32;7;57;43;59;27;24;47;39;14
3848;7;23;57;8;37;26;45;5;22;9;54;4;47;2;34;27;29;30;56;3
3849;52;43;20;7;27;29;48;40;4;36;45;57;53;44;23;19;42;26;5;51
3850;33;50;2;55;26;13;24;47;3;59;51;48;1;14;17;56;19;35;22;15
3851;16;10;34;54;9;13;45;46;39;59;27;12;1;43;14;56;11;37;42;23
3852;22;24;34;4;3;49;1;36;39;43;17;59;31;15;45;54;53;25;26;37
3853;19;14;31;12;26;36;48;55;20;39;60;15;24;57;6;44;34;42;53;22
3854;19;45;35;59;36;13;51;10;31;33;41;54;20;27;7;23;18;16;52;1
3855;58;18;60;38;43;21;39;52;7;16;48;44;53;12;34;1;13;15;36;42
3856;51;50;22;3;31;28;27;49;14;48;60;15;38;25;9;46;19;53;26;8
3857;39;9;6;24;23;55;30;8;40;50;37;49;3;35;11;60;19;53;4;46
3858;17;58;30;49;24;4;26;19;9;8;36;21;47;48;14;12;53;5;15;46
3859;53;4;37;58;22;19;39;54;5;23;17;34;3;27;40;32;8;28;9;55
3860;7;50;1;16;2;28;44;10;37;53;49;42;57;3;56;47;9;23;15;11
3861;18;14;51;36;48;19;49;26;44;38;55;58;8;53;45;27;54;43;16;39
3862;43;20;34;59;57;33;42;44;5;55;35;51;10;48;3;49;9;17;24;29
3863;23;22;38;17;30;55;39;31;34;9;35;21;5;53;27;52;44;56;13;58
3864;17;43;19;4;57;38;16;55;24;9;12;15;39;6;58;8;49;41;3;40
3865;15;3;40;28;22;42;52;35;37;58;54;2;30;8;16;39;10;24;12;9
3866;37;44;26;10;30;35;8;46;14;50;36;43;27;2;32;5;60;52;28;33
3867;19;13;59;40;51;50;54;57;8;10;47;43;46;29;26;41;44;42;2;11
3868;24;3;33;13;8;11;57;32;19;25;18;12;39;14;56;42;59;5;20;36
3869;15;47;44;2;57;48;14;34;4;42;22;26;46;41;60;55;24;59;1;9
3870;22;29;6;58;1;52;7;19;47;40;16;20;56;9;59;57;36;2;33;39
3871;29;3;7;59;10;28;47;39;18;55;37;30;21;20;60;53;58;11;14;43
3872;16;28;9;60;5;27;10;32;58;49;20;2;46;25;14;31;17;51;8;35
3873;57;24;29;16;59;44;13;15;37;51;1;50;49;54;47;17;35;9;30;58
3874;9;11;35;33;26;8;30;17;12;52;1;32;41;37;38;51;39;46;28;15
3875;27;24;26;49;3;8;11;18;4;55;51;7;20;6;31;22;44;35;21;30
3876;52;20;42;41;18;9;12;59;43;54;31;7;49;13;57;45;33;50;36;28
3877;54;2;49;30;47;33;15;13;10;52;40;4;3;41;53;1;19;35;18;42
3878;12;15;2;27;49;29;16;37;43;36;7;6;40;54;13;60;22;1;57;32
3879;11;41;12;16;33;38;24;30;8;56;44;21;50;55;15;25;13;2;14;42
3880;49;13;11;21;12;51;46;8;2;6;52;37;1;10;47;15;44;9;7;29
3881;20;4;26;11;25;2;35;33;46;53;56;51;22;5;21;47;24;60;44;59
3882;10;43;46;33;56;53;5;16;20;27;59;15;60;23;3;8;17;24;41;29
3883;9;30;45;46;36;3;21;2;48;6;54;24;47;23;22;13;25;4;10;40
3884;5;26;16;7;34;49;18;45;27;48;33;40;13;56;12;21;37;31;46;11
3885;7;48;55;26;49;30;60;20;29;9;43;37;10;41;57;46;18;14;2;58
3886;55;23;36;1;19;50;31;43;44;29;34;12;11;17;26;56;20;18;28;6
3887;19;16;31;54;42;30;25;18;10;35;37;45;11;28;8;46;39;14;41;36
3888;24;27;39;42;23;1;15;20;49;18;32;41;57;22;50;36;48;12;4;5
3889;12;29;19;47;36;11;48;21;58;54;17;3;26;37;5;18;42;14;31;53
3890;51;29;6;46;12;31;43;59;27;47;20;55;14;11;26;38;13;40;28;56
3891;22;51;34;19;59;49;40;38;32;2;18;37;29;27;12;45;50;56;35;21
3892;38;43;2;27;44;16;12;7;29;51;57;11;56;15;6;4;35;34;9;20
3893;20;10;13;9;25;45;59;40;3;17;2;4;38;60;32;58;14;55;53;39
3894;28;19;1;41;46;49;53;43;39;56;52;37;36;35;25;54;57;4;10;15
3895;8;23;46;24;30;34;15;41;32;1;45;5;43;21;4;51;31;48;50;12
3896;3;26;36;2;15;44;10;53;42;4;58;20;7;37;39;30;40;38;52;29
3897;33;8;54;39;10;24;36;42;47;29;14;4;25;46;15;58;40;51;38;59
3898;9;3;6;50;43;46;39;20;60;18;35;54;5;2;11;47;53;23;10;25
3899;17;58;1;13;20;18;35;59;8;28;30;24;16;19;26;14;25;37;42;11
3900;20;48;31;21;42;52;6;23;54;4;34;28;58;45;25;56;41;53;22;13
3901;1;59;35;29;27;2;56;17;7;40;38;10;21;55;19;5;11;3;4;18
3902;14;26;32;6;33;2;27;41;15;39;20;59;1;8;28;52;42;23;12;5
3903;18;5;8;11;41;53;19;26;52;27;57;22;60;56;15;59;32;17;21;23
3904;54;28;15;53;21;47;57;19;40;24;49;60;4;13;12;14;9;23;52;27
3905;42;12;3;30;16;36;8;9;59;48;49;11;35;18;58;41;5;22;10;54
3906;13;47;22;27;25;1;21;8;20;3;57;28;35;9;44;58;17;38;33;41
3907;31;30;2;7;41;37;10;25;48;20;50;22;43;40;60;38;6;17;54;29
3908;60;17;33;1;51;54;35;58;27;55;43;14;10;18;30;44;42;53;47;9
3909;46;13;32;1;51;59;4;49;31;54;12;33;41;9;28;22;21;30;26;38
3910;26;38;32;31;55;19;23;50;22;54;43;45;25;30;9;44;12;35;40;49
3911;44;37;9;15;39;31;26;12;51;52;6;1;38;29;34;40;36;25;16;13
3912;14;47;26;55;34;58;32;49;8;43;29;15;39;35;44;40;19;4;6;53
3913;8;42;40;29;19;5;35;30;43;48;28;15;51;55;56;3;12;58;33;1
3914;58;5;46;60;13;1;24;18;38;30;53;12;20;44;25;45;54;42;27;36
3915;40;36;8;23;3;19;38;7;59;52;29;18;6;50;13;60;30;26;5;34
3916;27;46;4;40;25;50;8;59;33;35;26;14;18;20;7;24;13;23;32;56
3917;45;58;52;30;40;7;27;48;2;28;24;33;55;9;47;41;56;53;6;18
3918;11;23;47;15;9;8;27;44;53;49;4;25;19;32;12;31;10;37;41;56
3919;8;35;58;59;20;6;33;14;34;1;36;24;16;52;28;29;54;2;21;51
3920;59;5;35;39;12;43;6;7;58;57;26;44;1;28;27;53;36;10;20;29
3921;22;31;11;36;45;53;49;9;51;7;46;14;18;41;33;20;39;17;48;4
3922;24;46;19;57;8;1;56;39;35;14;16;37;25;31;45;54;32;58;5;48
3923;20;26;21;10;36;47;3;42;12;15;14;37;18;1;44;56;46;7;50;22
3924;46;25;52;5;55;2;60;9;43;4;17;33;40;50;30;12;24;28;13;41
3925;60;40;11;52;38;21;14;22;20;36;54;48;50;19;34;41;1;55;57;27
3926;20;32;52;47;48;4;16;8;45;40;15;31;14;22;19;58;7;38;6;1
3927;27;43;38;31;56;19;39;2;8;40;47;42;4;3;50;26;18;5;30;29
3928;41;40;54;28;31;30;26;43;8;37;56;21;3;9;5;17;34;57;14;45
3929;31;45;16;1;39;34;23;27;55;30;12;37;54;41;52;38;50;29;56;42
3930;59;43;2;39;54;18;52;26;14;3;42;17;19;33;47;11;23;45;6;41
3931;48;34;23;5;31;20;30;6;17;47;59;60;21;12;43;41;8;29;55;51
3932;55;21;33;3;8;19;12;30;29;60;45;49;59;11;58;47;50;42;52;43
3933;33;11;23;48;1;2;9;13;57;51;31;40;58;30;19;49;28;34;54;46
3934;41;38;35;1;31;47;55;12;18;54;25;40;57;21;16;8;27;39;49;45
3935;30;25;49;8;14;29;54;40;50;16;27;57;31;22;13;18;58;6;52;4
3936;31;51;24;26;57;21;32;8;10;2;59;3;4;37;34;40;36;44;9;16
3937;20;23;1;13;48;14;11;10;54;37;45;7;41;35;39;51;56;40;43;32
3938;12;20;9;4;23;34;31;15;17;29;18;44;1;24;10;32;16;58;6;39
3939;32;42;48;60;31;7;38;36;25;3;21;4;39;16;35;10;41;56;33;46
3940;18;19;49;59;37;54;60;26;35;29;11;14;32;44;5;39;3;27;48;36
3941;45;49;36;42;44;54;9;57;58;1;51;55;43;39;46;15;30;5;50;60
3942;60;50;44;56;7;58;53;49;1;12;14;6;15;47;40;52;42;21;17;22
3943;30;32;40;47;43;35;9;53;17;42;39;26;51;36;52;55;20;7;46;58
3944;24;3;35;48;2;16;8;7;33;60;39;23;46;10;41;4;34;15;43;55
3945;13;31;37;26;42;52;54;59;17;48;5;23;40;28;9;55;25;27;7;20
3946;21;49;13;57;33;36;14;20;55;38;25;23;17;40;47;52;26;34;39;44
3947;40;18;16;10;3;14;7;58;2;44;15;32;13;17;39;34;20;56;60;48
3948;29;10;54;12;42;8;26;13;33;45;11;5;49;39;52;27;30;32;25;47
3949;53;10;24;55;41;60;54;28;42;8;18;47;13;6;11;57;49;43;12;46
3950;57;26;37;31;43;20;3;22;49;59;19;6;11;36;21;27;60;41;56;33
3951;32;51;55;31;54;9;14;56;8;46;58;60;33;4;57;23;13;11;7;6
3952;60;51;3;23;8;7;10;11;15;19;59;48;44;28;38;25;6;2;57;22
3953;47;17;30;14;23;7;13;37;36;49;58;10;53;32;28;2;40;12;8;48
3954;27;43;51;17;58;21;41;60;49;50;23;8;36;48;15;30;45;29;7;57
3955;9;37;56;10;11;14;53;51;3;21;55;31;4;24;59;12;54;60;43;13
3956;7;30;25;4;54;38;51;58;6;45;29;27;26;41;23;21;47;50;14;16
3957;19;30;58;44;23;29;22;3;46;57;17;24;12;48;54;45;55;16;6;13
3958;42;47;13;51;14;45;49;2;4;11;10;54;38;57;22;56;27;9;37;46
3959;28;53;41;38;19;37;22;23;12;17;29;48;11;2;14;8;7;58;3;31
3960;6;12;44;29;56;41;49;46;17;24;20;35;5;32;33;27;15;54;36;11
3961;34;17;22;15;18;9;54;35;38;36;20;50;42;31;59;11;25;46;3;26
3962;32;47;60;28;54;2;10;20;52;56;9;25;42;19;59;46;33;21;41;27
3963;22;31;55;47;56;36;27;13;28;9;32;54;53;45;57;46;1;59;10;40
3964;9;37;24;57;44;8;3;32;42;20;53;30;33;16;38;51;41;28;54;39
3965;3;6;24;40;37;26;10;42;43;22;51;19;30;27;48;5;47;14;21;55
3966;5;51;22;41;23;44;9;20;1;18;12;19;33;13;7;28;42;14;11;3
3967;16;8;50;25;53;10;6;19;46;11;22;12;39;57;52;56;59;44;41;51
3968;56;55;33;26;51;21;59;53;24;19;41;37;44;31;30;54;23;46;45;34
3969;5;52;48;14;20;43;7;10;11;27;24;17;4;57;41;21;9;55;47;46
3970;29;19;50;36;44;13;55;39;5;20;60;52;43;21;47;18;4;40;33;58
3971;24;52;8;51;54;21;1;14;5;17;18;36;16;20;57;10;15;59;47;30
3972;14;59;38;31;7;17;42;45;26;9;4;32;33;24;18;19;11;35;27;20
3973;17;32;27;33;10;11;18;45;26;20;22;28;15;24;58;29;57;42;46;60
3974;24;59;29;27;54;30;53;60;11;10;58;32;12;4;34;42;47;2;23;35
3975;6;12;41;60;14;29;36;56;11;7;30;25;44;39;23;54;49;47;19;15
3976;2;52;27;24;32;28;57;45;47;53;50;38;60;23;11;15;34;6;29;33
3977;57;56;48;28;26;4;1;51;21;33;37;15;35;32;29;58;31;9;25;46
3978;49;24;43;32;56;11;31;4;19;33;59;8;46;17;12;2;48;57;27;51
3979;59;35;31;18;27;23;29;13;47;2;24;56;17;28;58;53;57;10;22;33
3980;38;9;7;55;56;39;45;53;52;40;27;42;19;59;2;18;26;57;54;5
3981;2;59;52;34;35;20;39;41;50;4;44;12;27;26;18;45;57;54;15;38
3982;58;11;28;24;27;45;5;37;40;14;35;9;46;20;15;6;10;51;16;60
3983;27;26;5;8;29;32;47;57;34;60;51;22;13;38;49;43;58;16;4;42
3984;7;28;11;53;41;20;10;15;4;24;55;51;58;33;26;27;25;32;35;57
3985;39;47;35;2;38;57;25;26;6;52;24;21;30;41;1;19;23;55;3;53
3986;23;52;30;26;29;14;4;31;20;39;21;15;34;41;54;17;51;45;32;38
3987;33;25;42;14;8;18;31;5;51;17;41;59;22;52;7;27;10;48;37;15
3988;54;52;43;44;35;60;4;28;6;36;20;46;34;38;39;37;50;12;14;21
3989;43;37;1;31;11;5;17;48;38;28;6;40;46;27;53;10;45;52;15;36
3990;16;30;7;13;39;26;55;60;36;8;40;20;44;42;31;32;17;43;35;5
3991;22;10;21;51;25;34;20;15;49;30;18;43;8;26;57;16;45;3;28;1
3992;58;60;52;32;1;55;28;42;16;2;10;22;25;44;24;36;8;50;38;18
3993;17;13;37;19;38;44;56;1;57;45;9;60;27;11;59;28;24;33;22;5
3994;19;33;23;43;52;41;6;15;32;22;49;51;39;11;44;54;57;45;14;28
3995;42;29;17;12;34;43;41;11;59;20;23;26;51;27;14;38;53;52;33;49
3996;41;37;26;55;34;56;54;52;20;47;9;1;44;13;50;17;28;6;31;15
3997;13;12;21;47;53;18;11;10;44;38;39;16;7;34;51;15;26;28;43;25
3998;10;58;47;31;19;34;24;9;17;32;1;11;60;35;21;48;53;15;43;28
3999;8;55;15;31;5;26;43;32;54;49;33;4;42;3;58;13;47;9;44;23
4000;54;14;38;37;12;8;2;7;56;1;40;26;50;34;45;13;30;32;41;31
4001;10;16;31;49;54;15;23;12;19;58;37;21;59;40;57;43;32;7;53;39
4002;41;34;49;36;52;23;4;58;59;10;22;45;14;11;54;20;32;39;28;7
4003;17;8;32;41;7;21;39;10;20;25;37;2;48;43;6;19;56;13;60;59
4004;44;56;60;32;22;9;4;8;16;6;2;57;37;38;48;5;26;54;19;59
4005;30;53;36;34;5;27;28;42;9;31;37;8;49;60;40;6;46;22;41;57
4006;22;35;41;21;6;58;31;36;57;38;5;40;17;32;2;9;8;52;44;18
4007;4;56;35;3;58;21;10;45;11;5;26;47;34;9;31;57;1;41;27;40
4008;23;59;1;50;2;46;19;16;8;17;13;4;39;7;34;33;26;9;49;58
4009;19;11;23;41;37;22;31;7;25;60;43;50;32;54;49;4;15;57;24;12
4010;36;41;23;43;5;49;9;54;56;4;33;48;57;39;35;30;45;20;16;50
4011;26;37;56;38;36;45;4;50;35;17;48;46;58;54;34;24;33;49;44;47
4012;33;10;17;58;59;26;27;15;22;9;3;37;40;48;11;28;24;47;54;44
4013;22;47;38;14;48;28;55;25;16;46;45;26;8;36;39;4;41;59;35;33
4014;6;44;59;39;16;38;48;22;17;55;20;33;11;51;42;21;10;56;30;3
4015;37;48;38;35;47;22;60;58;44;49;56;10;26;55;54;41;45;34;46;19
4016;42;28;8;21;3;26;30;56;43;49;13;31;33;47;40;2;34;9;5;4
4017;8;17;54;27;31;2;47;45;32;33;3;36;13;11;39;55;46;41;35;34
4018;24;22;50;56;14;4;10;43;27;40;23;31;21;57;30;13;16;12;36;1
4019;35;52;57;7;11;24;27;41;31;43;51;30;53;20;12;58;49;34;32;56
4020;33;9;45;32;36;51;53;13;46;57;30;28;19;7;38;26;14;41;2;1
4021;30;26;12;41;6;4;59;37;5;52;46;20;28;29;49;25;47;43;57;13
4022;56;5;20;6;41;23;47;13;30;22;1;55;50;51;34;39;25;24;60;59
4023;59;24;5;40;39;47;23;37;22;50;30;4;19;56;31;53;46;12;8;51
4024;18;48;15;55;28;7;23;27;3;2;59;21;50;26;29;56;45;44;32;12
4025;8;56;19;22;16;32;24;59;27;14;49;7;1;39;9;44;57;60;11;43
4026;19;48;26;44;11;58;22;32;27;54;46;3;23;7;15;18;57;40;51;52
4027;58;10;57;22;31;48;36;24;23;43;44;47;35;53;33;38;14;27;19;9
4028;5;49;39;33;16;56;1;20;48;42;3;51;23;38;57;50;58;19;13;7
4029;8;36;9;54;29;38;18;56;15;28;34;25;20;14;51;49;13;12;19;47
4030;56;15;39;36;17;20;12;26;55;60;44;5;49;43;11;7;46;13;59;1
4031;46;24;52;23;39;36;1;9;54;14;31;13;56;4;40;43;58;11;38;41
4032;9;7;43;35;19;6;59;56;51;3;54;40;18;27;12;29;14;58;49;53
4033;41;11;51;50;5;57;13;21;17;26;45;44;22;42;34;3;16;58;47;8
4034;22;23;44;10;4;13;12;6;58;40;20;11;30;25;55;60;14;47;2;56
4035;56;41;50;26;8;19;57;23;49;35;60;40;28;30;51;42;9;45;44;33
4036;10;14;18;22;3;29;50;54;21;51;13;53;45;5;32;33;58;6;28;55
4037;11;42;45;15;29;41;3;18;19;10;47;21;51;44;23;20;35;48;50;58
4038;55;31;27;23;38;29;34;18;25;54;15;13;22;20;40;9;50;21;58;4
4039;16;35;21;23;7;48;37;11;44;9;39;38;59;26;49;47;50;2;15;20
4040;57;50;51;27;4;59;7;30;37;21;43;33;12;40;10;6;32;15;5;16
4041;32;44;40;58;25;51;21;18;39;42;22;37;7;49;11;48;28;23;26;50
4042;16;35;5;55;27;45;22;57;1;23;59;52;41;15;39;3;21;42;38;36
4043;17;12;4;55;47;8;31;46;49;32;54;36;58;30;14;27;26;13;18;50
4044;2;44;9;6;28;39;12;4;7;15;10;32;54;55;53;36;14;27;29;50
